epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,855.938,1.47071,0.94816,1.10901,0.82099,0.75403,0.83532,0.44947,1.50364,0.80353,1.06136,0.0082972,0.0082972,0.0082972
45,875.205,1.45393,0.93384,1.10292,0.8349,0.72818,0.80295,0.44647,1.49457,0.88111,1.06536,0.0082576,0.0082576,0.0082576
46,894.582,1.46544,0.94909,1.08961,0.81425,0.74939,0.82859,0.44328,1.52535,0.85374,1.07454,0.008218,0.008218,0.008218
47,913.998,1.438,0.90721,1.09596,0.77134,0.78491,0.83959,0.4442,1.52075,0.87366,1.07827,0.0081784,0.0081784,0.0081784
48,933.476,1.44652,0.90666,1.08344,0.83196,0.72272,0.8072,0.43167,1.5329,0.87077,1.07588,0.0081388,0.0081388,0.0081388
49,953.39,1.43205,0.90134,1.08163,0.78866,0.77964,0.79367,0.43024,1.52344,0.88325,1.07038,0.0080992,0.0080992,0.0080992
50,972.576,1.39924,0.88164,1.08358,0.88898,0.74688,0.85997,0.46977,1.48296,0.84541,1.06526,0.0080596,0.0080596,0.0080596
51,991.363,1.42126,0.8981,1.0728,0.83049,0.747,0.81291,0.43087,1.5267,0.8269,1.06559,0.00802,0.00802,0.00802
52,1011.23,1.3951,0.90095,1.07371,0.81417,0.79879,0.83425,0.45535,1.51408,0.85325,1.0699,0.0079804,0.0079804,0.0079804
53,1030.24,1.42627,0.90375,1.08197,0.77445,0.77994,0.80072,0.44678,1.50487,0.86102,1.06303,0.0079408,0.0079408,0.0079408
54,1049.08,1.40713,0.88763,1.0646,0.81963,0.80188,0.83613,0.45564,1.5431,0.84795,1.07765,0.0079012,0.0079012,0.0079012
55,1069.67,1.40382,0.89309,1.07229,0.82212,0.78117,0.8501,0.443,1.51866,0.81538,1.06238,0.0078616,0.0078616,0.0078616
56,1088.76,1.39371,0.8482,1.07119,0.74741,0.75304,0.79328,0.42754,1.56306,0.85741,1.0724,0.007822,0.007822,0.007822
57,1108.07,1.38658,0.87498,1.07117,0.78362,0.77226,0.82837,0.44596,1.49238,0.86717,1.04441,0.0077824,0.0077824,0.0077824
58,1128.69,1.40794,0.88942,1.07911,0.84215,0.80411,0.8567,0.47934,1.53504,0.80458,1.05917,0.0077428,0.0077428,0.0077428
59,1149.96,1.37989,0.84705,1.06989,0.7813,0.82302,0.8336,0.45363,1.5065,0.85491,1.07422,0.0077032,0.0077032,0.0077032
60,1169.51,1.40637,0.8676,1.06633,0.85065,0.77745,0.81119,0.46179,1.49778,0.81101,1.06276,0.0076636,0.0076636,0.0076636
61,1189.02,1.36622,0.81777,1.06521,0.85165,0.80568,0.86798,0.48062,1.50451,0.85068,1.05641,0.007624,0.007624,0.007624
62,1209.63,1.36908,0.84553,1.07003,0.82233,0.76665,0.84454,0.45643,1.51543,0.80577,1.05919,0.0075844,0.0075844,0.0075844
63,1229.41,1.36732,0.83762,1.06046,0.88257,0.75719,0.84165,0.47659,1.44344,0.7944,1.03181,0.0075448,0.0075448,0.0075448
64,1249.24,1.34518,0.81511,1.0482,0.82345,0.78231,0.84361,0.47276,1.48034,0.87929,1.06432,0.0075052,0.0075052,0.0075052
65,1268.34,1.36594,0.82924,1.05599,0.87973,0.73919,0.83044,0.46414,1.46151,0.84734,1.04515,0.0074656,0.0074656,0.0074656
66,1287.9,1.37249,0.83712,1.05158,0.9135,0.73905,0.83856,0.46334,1.50597,0.82341,1.0615,0.007426,0.007426,0.007426
67,1306.84,1.35756,0.82001,1.06295,0.8272,0.76734,0.8187,0.46956,1.45574,0.89468,1.04203,0.0073864,0.0073864,0.0073864
68,1326.24,1.35865,0.82011,1.05444,0.80883,0.77278,0.84346,0.45481,1.55196,0.8084,1.07621,0.0073468,0.0073468,0.0073468
69,1345.16,1.33821,0.81239,1.03969,0.7968,0.76108,0.82592,0.44721,1.54442,0.85053,1.06074,0.0073072,0.0073072,0.0073072
70,1365.11,1.32722,0.80868,1.04232,0.86619,0.79273,0.83545,0.46262,1.48893,0.88277,1.05183,0.0072676,0.0072676,0.0072676
71,1384.8,1.34354,0.81243,1.04573,0.8347,0.78324,0.84379,0.46844,1.48578,0.88408,1.05698,0.007228,0.007228,0.007228
72,1405.24,1.33817,0.79594,1.03089,0.82348,0.74342,0.78662,0.43948,1.48834,0.91239,1.05089,0.0071884,0.0071884,0.0071884
73,1424.68,1.30246,0.78267,1.03981,0.84006,0.77696,0.80156,0.44035,1.50298,0.868,1.06639,0.0071488,0.0071488,0.0071488
74,1443.55,1.32557,0.80179,1.0339,0.80511,0.80314,0.83619,0.44963,1.48024,0.86646,1.04072,0.0071092,0.0071092,0.0071092
75,1462.53,1.28601,0.77711,1.03245,0.80615,0.78105,0.82348,0.45657,1.48609,0.86321,1.03971,0.0070696,0.0070696,0.0070696
76,1482.27,1.31413,0.79727,1.03448,0.77025,0.76736,0.81382,0.45485,1.48497,0.86774,1.04374,0.00703,0.00703,0.00703
77,1502.29,1.27172,0.77673,1.02442,0.83655,0.79545,0.81995,0.45472,1.48517,0.91993,1.04527,0.0069904,0.0069904,0.0069904
78,1523.06,1.27406,0.75362,1.02691,0.80117,0.79376,0.82961,0.45546,1.45225,0.82744,1.04639,0.0069508,0.0069508,0.0069508
79,1542.86,1.26992,0.74712,1.01877,0.85583,0.78465,0.84481,0.47907,1.46924,0.86863,1.0386,0.0069112,0.0069112,0.0069112
80,1562.37,1.28006,0.76681,1.02513,0.811,0.80673,0.8219,0.4661,1.48843,0.87566,1.05026,0.0068716,0.0068716,0.0068716
81,1581.64,1.27177,0.76479,1.01753,0.85532,0.74746,0.82709,0.47569,1.44146,0.89148,1.03812,0.006832,0.006832,0.006832
82,1601.16,1.27257,0.76357,1.03228,0.7982,0.74831,0.79813,0.46109,1.43429,0.9103,1.02956,0.0067924,0.0067924,0.0067924
83,1620.09,1.27235,0.75102,1.02446,0.8621,0.78834,0.83857,0.48958,1.43277,0.80395,1.03091,0.0067528,0.0067528,0.0067528
84,1640.49,1.3008,0.76497,1.01768,0.83179,0.78931,0.81443,0.44976,1.47288,0.86088,1.04662,0.0067132,0.0067132,0.0067132
85,1659.62,1.26125,0.74287,1.01165,0.87289,0.78072,0.85698,0.48571,1.42631,0.79222,1.03683,0.0066736,0.0066736,0.0066736
86,1678.86,1.25414,0.74348,1.01754,0.88887,0.75431,0.82741,0.46296,1.48523,0.81571,1.05362,0.006634,0.006634,0.006634
87,1698.03,1.25692,0.75635,1.01752,0.87992,0.78033,0.84799,0.46729,1.47089,0.83767,1.04732,0.0065944,0.0065944,0.0065944
88,1717.16,1.26761,0.76606,1.0144,0.91102,0.78703,0.8549,0.48215,1.45958,0.79179,1.03885,0.0065548,0.0065548,0.0065548
89,1736.05,1.25413,0.73984,0.99926,0.86603,0.77501,0.83807,0.47646,1.47725,0.84262,1.04899,0.0065152,0.0065152,0.0065152
90,1755.11,1.23675,0.71856,0.99819,0.84713,0.78413,0.84175,0.47926,1.48675,0.83482,1.04661,0.0064756,0.0064756,0.0064756
91,1774.31,1.2279,0.72669,1.00741,0.79776,0.81187,0.82559,0.45186,1.50205,0.90462,1.04375,0.006436,0.006436,0.006436
92,1794.78,1.24673,0.73416,1.01485,0.86464,0.78575,0.85861,0.47366,1.49138,0.85742,1.05783,0.0063964,0.0063964,0.0063964
93,1814.81,1.2284,0.72813,1.0044,0.82567,0.76626,0.81177,0.45073,1.48797,0.87895,1.04307,0.0063568,0.0063568,0.0063568
94,1834.31,1.18522,0.7129,0.98764,0.86879,0.79613,0.83532,0.46273,1.4807,0.85755,1.05687,0.0063172,0.0063172,0.0063172
95,1853.07,1.21875,0.71227,1.00099,0.84259,0.7853,0.81041,0.45334,1.44644,0.85907,1.03796,0.0062776,0.0062776,0.0062776
96,1871.71,1.21874,0.72341,1.00498,0.84379,0.76753,0.82144,0.46237,1.50483,0.81414,1.05002,0.006238,0.006238,0.006238
97,1890.56,1.2015,0.69885,1.00717,0.86821,0.7729,0.84086,0.45568,1.48416,0.84905,1.05885,0.0061984,0.0061984,0.0061984
98,1909.54,1.19648,0.6938,0.99718,0.83536,0.79713,0.835,0.4603,1.45717,0.84105,1.04645,0.0061588,0.0061588,0.0061588
99,1928.49,1.20927,0.69959,1.01455,0.84143,0.78681,0.82826,0.46954,1.489,0.85577,1.06555,0.0061192,0.0061192,0.0061192
100,1947.93,1.21357,0.69854,0.99235,0.84749,0.77158,0.83529,0.47851,1.48531,0.80462,1.06198,0.0060796,0.0060796,0.0060796
101,1967.74,1.21762,0.68292,1.00191,0.83878,0.77633,0.82113,0.46424,1.48399,0.84648,1.05237,0.00604,0.00604,0.00604
102,1987.66,1.19761,0.67729,1.00263,0.84266,0.80872,0.83771,0.49047,1.45962,0.77779,1.03671,0.0060004,0.0060004,0.0060004
103,2007.47,1.16433,0.67442,0.99342,0.83052,0.80623,0.85225,0.48152,1.46432,0.81057,1.03427,0.0059608,0.0059608,0.0059608
104,2026.62,1.20786,0.70522,1.00025,0.84426,0.78296,0.82594,0.4721,1.44014,0.8093,1.0304,0.0059212,0.0059212,0.0059212
105,2047.34,1.17702,0.67962,0.98345,0.86054,0.78758,0.85225,0.48192,1.43746,0.82615,1.03127,0.0058816,0.0058816,0.0058816
106,2066.81,1.21734,0.70231,1.00545,0.87155,0.79175,0.84494,0.48654,1.47313,0.82894,1.03214,0.005842,0.005842,0.005842
107,2086.01,1.19042,0.67961,0.99672,0.82574,0.80201,0.8355,0.48023,1.47015,0.83137,1.03517,0.0058024,0.0058024,0.0058024
108,2104.92,1.18814,0.68318,0.994,0.92681,0.71916,0.84236,0.47565,1.45603,0.78936,1.04283,0.0057628,0.0057628,0.0057628
109,2124.34,1.18841,0.69447,0.99448,0.82195,0.78991,0.84304,0.49189,1.45664,0.80859,1.05177,0.0057232,0.0057232,0.0057232
110,2143.29,1.18655,0.68615,0.98915,0.9064,0.74743,0.84374,0.48434,1.46176,0.77658,1.04909,0.0056836,0.0056836,0.0056836
111,2162.64,1.15799,0.6683,0.98095,0.89952,0.77138,0.84457,0.48494,1.44958,0.82893,1.03491,0.005644,0.005644,0.005644
112,2181.48,1.16221,0.67128,0.98922,0.80549,0.80995,0.83562,0.48485,1.42622,0.82508,1.03783,0.0056044,0.0056044,0.0056044
113,2201.61,1.16869,0.66661,0.99293,0.85549,0.78045,0.84309,0.47177,1.49451,0.8342,1.05607,0.0055648,0.0055648,0.0055648
114,2221.35,1.16422,0.66791,0.98502,0.84062,0.79487,0.82907,0.47021,1.47075,0.81173,1.04502,0.0055252,0.0055252,0.0055252
115,2241.13,1.1645,0.67846,0.98546,0.86307,0.79306,0.85269,0.48462,1.44134,0.82299,1.03112,0.0054856,0.0054856,0.0054856
116,2260.75,1.16308,0.6625,0.98737,0.85496,0.78043,0.84392,0.48371,1.45379,0.83691,1.03477,0.005446,0.005446,0.005446
117,2280.55,1.14174,0.6641,0.97375,0.8595,0.7857,0.83997,0.48402,1.43318,0.79301,1.03759,0.0054064,0.0054064,0.0054064
118,2300.35,1.15568,0.66261,0.97402,0.84515,0.81324,0.84358,0.50265,1.41503,0.77982,1.03927,0.0053668,0.0053668,0.0053668
119,2319.32,1.13939,0.63806,0.98013,0.84822,0.79389,0.82637,0.48662,1.41829,0.80726,1.02255,0.0053272,0.0053272,0.0053272
120,2338.61,1.15485,0.65442,0.97472,0.89556,0.78289,0.83993,0.47838,1.42904,0.77727,1.02807,0.0052876,0.0052876,0.0052876
121,2358.66,1.13211,0.65217,0.97703,0.86881,0.80842,0.84819,0.49744,1.43704,0.79815,1.03245,0.005248,0.005248,0.005248
122,2378.07,1.12281,0.63758,0.97731,0.84895,0.8158,0.84087,0.48487,1.41969,0.82416,1.03232,0.0052084,0.0052084,0.0052084
123,2398.39,1.11381,0.64138,0.96753,0.82005,0.81406,0.83865,0.48849,1.406,0.83619,1.0274,0.0051688,0.0051688,0.0051688
124,2418.09,1.12535,0.626,0.97845,0.83088,0.80175,0.84619,0.49295,1.43426,0.81027,1.03837,0.0051292,0.0051292,0.0051292
125,2437.33,1.12951,0.64572,0.97024,0.84728,0.78651,0.8298,0.48372,1.39246,0.80105,1.02326,0.0050896,0.0050896,0.0050896
126,2456.58,1.13139,0.64233,0.97828,0.84067,0.82129,0.84793,0.47278,1.42437,0.75873,1.03285,0.00505,0.00505,0.00505
127,2475.33,1.12025,0.64197,0.97023,0.85185,0.79576,0.83661,0.47886,1.44082,0.7702,1.04205,0.0050104,0.0050104,0.0050104
128,2494.64,1.12384,0.63865,0.97423,0.89002,0.78439,0.85329,0.48872,1.43743,0.7725,1.03268,0.0049708,0.0049708,0.0049708
129,2514.42,1.11267,0.62819,0.9687,0.83168,0.81512,0.84479,0.48845,1.43101,0.79487,1.03379,0.0049312,0.0049312,0.0049312
130,2534.09,1.11651,0.6332,0.96746,0.81655,0.82255,0.82758,0.48603,1.39325,0.81218,1.01655,0.0048916,0.0048916,0.0048916
131,2553.16,1.11963,0.63195,0.96548,0.8489,0.79648,0.83873,0.48292,1.41106,0.79026,1.02629,0.004852,0.004852,0.004852
132,2572.22,1.10121,0.61369,0.97418,0.82118,0.80641,0.82829,0.48259,1.42586,0.78944,1.02426,0.0048124,0.0048124,0.0048124
133,2591.39,1.10679,0.61646,0.95875,0.82559,0.81001,0.84432,0.48387,1.4151,0.78688,1.02039,0.0047728,0.0047728,0.0047728
134,2611.57,1.08821,0.61738,0.97008,0.80296,0.8036,0.82813,0.47411,1.42038,0.7825,1.02488,0.0047332,0.0047332,0.0047332
135,2631.97,1.07408,0.61438,0.95403,0.8143,0.7981,0.83888,0.47994,1.41599,0.80247,1.0278,0.0046936,0.0046936,0.0046936
136,2651.02,1.10646,0.62017,0.96141,0.83315,0.77542,0.84537,0.48943,1.42581,0.78728,1.0346,0.004654,0.004654,0.004654
137,2670.05,1.07197,0.60085,0.9532,0.8381,0.78846,0.84575,0.50043,1.41592,0.76744,1.02437,0.0046144,0.0046144,0.0046144
138,2689.29,1.09043,0.61061,0.96193,0.86922,0.77818,0.84742,0.49504,1.41983,0.77219,1.03036,0.0045748,0.0045748,0.0045748
139,2709.02,1.08428,0.61418,0.96191,0.8574,0.77429,0.83333,0.48427,1.43339,0.80245,1.03577,0.0045352,0.0045352,0.0045352
140,2728.66,1.07362,0.61958,0.96633,0.81645,0.81373,0.83549,0.49161,1.42776,0.79054,1.02951,0.0044956,0.0044956,0.0044956
141,2748.5,1.08552,0.6109,0.95093,0.83358,0.81414,0.8481,0.49385,1.4118,0.78229,1.02882,0.004456,0.004456,0.004456
142,2768.62,1.08066,0.61003,0.95975,0.80812,0.80409,0.82817,0.48757,1.39497,0.78078,1.01823,0.0044164,0.0044164,0.0044164
143,2788.29,1.06065,0.59389,0.94113,0.84033,0.80154,0.84647,0.48829,1.41208,0.77176,1.03434,0.0043768,0.0043768,0.0043768
144,2807.49,1.0779,0.59613,0.9569,0.84519,0.80793,0.84547,0.48781,1.39743,0.76834,1.02954,0.0043372,0.0043372,0.0043372
145,2826.21,1.1032,0.61242,0.96247,0.84274,0.8161,0.8418,0.4932,1.37878,0.74369,1.0256,0.0042976,0.0042976,0.0042976
146,2845.98,1.04967,0.58114,0.9481,0.8497,0.81322,0.84671,0.48842,1.40772,0.74559,1.0298,0.004258,0.004258,0.004258
147,2865.07,1.0609,0.59764,0.95215,0.86731,0.78356,0.84893,0.49765,1.41014,0.76302,1.0287,0.0042184,0.0042184,0.0042184
148,2884.51,1.03907,0.59039,0.94426,0.84749,0.77283,0.83905,0.50205,1.39566,0.77287,1.02714,0.0041788,0.0041788,0.0041788
149,2903.76,1.04891,0.58188,0.94345,0.85141,0.8024,0.84867,0.49796,1.38391,0.73917,1.02216,0.0041392,0.0041392,0.0041392
150,2923.6,1.03699,0.57117,0.94722,0.85198,0.82047,0.85474,0.50379,1.39933,0.73872,1.02885,0.0040996,0.0040996,0.0040996
151,2943.14,1.03253,0.56939,0.94052,0.82733,0.8288,0.85542,0.49781,1.41911,0.76293,1.03246,0.00406,0.00406,0.00406
152,2963.61,1.05881,0.58696,0.93781,0.82232,0.81001,0.85409,0.49579,1.43863,0.7742,1.03898,0.0040204,0.0040204,0.0040204
153,2983.01,0.99435,0.56386,0.93555,0.86928,0.7823,0.85905,0.5109,1.42288,0.75183,1.03912,0.0039808,0.0039808,0.0039808
154,3002.05,1.05453,0.58038,0.94596,0.8246,0.80723,0.84862,0.4978,1.41559,0.75723,1.0365,0.0039412,0.0039412,0.0039412
155,3021.47,1.02463,0.58101,0.94319,0.83679,0.79603,0.84362,0.50234,1.39898,0.75601,1.02995,0.0039016,0.0039016,0.0039016
156,3041.19,1.00585,0.55551,0.93633,0.86459,0.79067,0.84622,0.49893,1.40126,0.76409,1.03297,0.003862,0.003862,0.003862
157,3059.82,1.03336,0.5739,0.93787,0.84552,0.78941,0.84331,0.4995,1.39319,0.77565,1.02868,0.0038224,0.0038224,0.0038224
158,3079.18,1.02667,0.56935,0.93476,0.87172,0.75376,0.8306,0.48803,1.38547,0.77922,1.02482,0.0037828,0.0037828,0.0037828
159,3099.19,0.99761,0.5552,0.94014,0.89496,0.76058,0.83822,0.4907,1.40153,0.78158,1.02828,0.0037432,0.0037432,0.0037432
160,3118.97,1.04183,0.57754,0.93543,0.89553,0.76761,0.83404,0.5011,1.3947,0.80161,1.02464,0.0037036,0.0037036,0.0037036
161,3138.43,1.02164,0.56851,0.93586,0.88742,0.77466,0.8361,0.50063,1.40638,0.78691,1.03196,0.003664,0.003664,0.003664
162,3157.23,1.00801,0.55115,0.93569,0.85177,0.80624,0.8365,0.49393,1.40848,0.78289,1.02532,0.0036244,0.0036244,0.0036244
163,3176.35,1.032,0.56925,0.93522,0.83783,0.80723,0.84146,0.50443,1.40834,0.77222,1.02663,0.0035848,0.0035848,0.0035848
164,3196.42,1.0154,0.56022,0.93033,0.88053,0.76841,0.84069,0.49794,1.40747,0.76311,1.02482,0.0035452,0.0035452,0.0035452
165,3215.89,1.01879,0.57096,0.94055,0.84954,0.80525,0.84458,0.50379,1.40999,0.7682,1.02093,0.0035056,0.0035056,0.0035056
166,3236.46,1.00092,0.56184,0.93991,0.90415,0.76752,0.837,0.49958,1.39678,0.77457,1.02338,0.003466,0.003466,0.003466
167,3255.16,0.99258,0.55447,0.9333,0.86401,0.7958,0.83209,0.49132,1.39282,0.7874,1.02437,0.0034264,0.0034264,0.0034264
168,3274.42,0.97105,0.54184,0.92816,0.8647,0.78901,0.83468,0.49424,1.39836,0.80179,1.03292,0.0033868,0.0033868,0.0033868
169,3293.5,0.98222,0.53856,0.93496,0.86056,0.79729,0.83274,0.4925,1.41217,0.79742,1.03483,0.0033472,0.0033472,0.0033472
170,3312.94,0.99974,0.56616,0.93074,0.85954,0.78616,0.83657,0.49111,1.41425,0.80523,1.0387,0.0033076,0.0033076,0.0033076
171,3331.9,0.98576,0.55889,0.92869,0.86792,0.79583,0.83587,0.48964,1.40732,0.77939,1.03441,0.003268,0.003268,0.003268
172,3350.81,0.9768,0.54255,0.92498,0.8615,0.79217,0.83646,0.4874,1.40622,0.78457,1.03272,0.0032284,0.0032284,0.0032284
173,3370.01,0.97312,0.54019,0.91726,0.81918,0.81414,0.83642,0.49321,1.40517,0.80021,1.02975,0.0031888,0.0031888,0.0031888
174,3390.67,0.96394,0.53635,0.91501,0.83479,0.81313,0.84431,0.49295,1.40183,0.77665,1.02848,0.0031492,0.0031492,0.0031492
175,3410,0.99042,0.55172,0.93142,0.87638,0.79052,0.85229,0.49516,1.40766,0.76534,1.02944,0.0031096,0.0031096,0.0031096
176,3429.51,0.99009,0.54528,0.92905,0.86717,0.79188,0.85059,0.49698,1.42679,0.76933,1.0332,0.00307,0.00307,0.00307
177,3448.68,0.95547,0.52792,0.92292,0.86312,0.78769,0.85215,0.49985,1.42744,0.76676,1.03554,0.0030304,0.0030304,0.0030304
178,3467.98,0.94311,0.53722,0.92166,0.86814,0.78901,0.84623,0.49568,1.41483,0.76116,1.0356,0.0029908,0.0029908,0.0029908
179,3487.46,0.94048,0.52038,0.92,0.85926,0.78449,0.84331,0.50032,1.41194,0.76176,1.03439,0.0029512,0.0029512,0.0029512
180,3506.48,0.9442,0.53417,0.92467,0.86566,0.79364,0.84984,0.49623,1.41005,0.76545,1.03695,0.0029116,0.0029116,0.0029116
181,3526.39,0.95109,0.51599,0.91349,0.82115,0.82449,0.85788,0.49831,1.40687,0.76535,1.03923,0.002872,0.002872,0.002872
182,3545.31,0.95029,0.51309,0.9141,0.85635,0.79065,0.84642,0.49566,1.41935,0.76282,1.04555,0.0028324,0.0028324,0.0028324
183,3564.2,0.93776,0.52406,0.92398,0.85579,0.80443,0.85048,0.50198,1.41289,0.77298,1.04112,0.0027928,0.0027928,0.0027928
184,3582.3,0.94467,0.52258,0.91558,0.85726,0.80317,0.85678,0.50209,1.40796,0.77246,1.03945,0.0027532,0.0027532,0.0027532
185,3600.8,0.9422,0.52263,0.91136,0.83244,0.80999,0.84887,0.50432,1.3931,0.76813,1.03759,0.0027136,0.0027136,0.0027136
