epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,16956.2,0.71317,0.44266,0.92474,0.87716,0.8589,0.90008,0.51985,1.61051,0.78445,1.38818,0.002674,0.002674,0.002674
187,17047.3,0.71181,0.44492,0.91734,0.87142,0.85848,0.89325,0.52662,1.60939,0.79691,1.39216,0.0026344,0.0026344,0.0026344
188,17138.3,0.70042,0.42801,0.91213,0.86763,0.85618,0.89093,0.52915,1.61215,0.80314,1.39293,0.0025948,0.0025948,0.0025948
189,17229.4,0.70248,0.43482,0.92435,0.86995,0.8587,0.88757,0.52208,1.61447,0.80063,1.39151,0.0025552,0.0025552,0.0025552
190,17320.4,0.68969,0.41986,0.90877,0.88207,0.85947,0.89305,0.52269,1.6129,0.80602,1.38786,0.0025156,0.0025156,0.0025156
191,17411.3,0.70341,0.43631,0.92147,0.87942,0.84992,0.89066,0.52559,1.6223,0.82566,1.38742,0.002476,0.002476,0.002476
192,17501.9,0.69403,0.42358,0.91496,0.86989,0.83839,0.87666,0.52035,1.61666,0.82782,1.39304,0.0024364,0.0024364,0.0024364
193,17592.7,0.70827,0.45012,0.92224,0.88167,0.84398,0.88065,0.51872,1.61247,0.80417,1.39393,0.0023968,0.0023968,0.0023968
194,17683.8,0.68786,0.43041,0.91549,0.8778,0.8453,0.87914,0.51576,1.62229,0.80056,1.40189,0.0023572,0.0023572,0.0023572
195,17774.8,0.6845,0.42883,0.91234,0.87763,0.84443,0.88009,0.51568,1.62633,0.80295,1.39901,0.0023176,0.0023176,0.0023176
196,17865.7,0.67372,0.41933,0.90363,0.87744,0.84235,0.8748,0.51129,1.6242,0.81116,1.40426,0.002278,0.002278,0.002278
197,17956.7,0.68715,0.42527,0.9154,0.87517,0.8451,0.88107,0.51541,1.63413,0.79819,1.4108,0.0022384,0.0022384,0.0022384
198,18047.5,0.68762,0.42443,0.91045,0.87781,0.8428,0.87858,0.51718,1.63766,0.80057,1.41736,0.0021988,0.0021988,0.0021988
199,18138.5,0.67174,0.41767,0.90171,0.88385,0.85412,0.8857,0.51554,1.63087,0.80529,1.41649,0.0021592,0.0021592,0.0021592
200,18229.4,0.68222,0.41895,0.90606,0.87621,0.84447,0.87922,0.51838,1.6232,0.80508,1.41209,0.0021196,0.0021196,0.0021196
201,18320.4,0.67104,0.42536,0.91403,0.87733,0.84342,0.8771,0.52115,1.61672,0.81486,1.41029,0.00208,0.00208,0.00208
202,18411.3,0.65873,0.41268,0.9069,0.88259,0.85058,0.88249,0.52377,1.61875,0.82209,1.40799,0.0020404,0.0020404,0.0020404
203,18502.3,0.66408,0.4143,0.91013,0.8832,0.85646,0.8865,0.52295,1.62106,0.81821,1.407,0.0020008,0.0020008,0.0020008
204,18593.4,0.65937,0.41302,0.90163,0.8743,0.84793,0.8809,0.51642,1.61915,0.81349,1.40261,0.0019612,0.0019612,0.0019612
205,18684.4,0.65363,0.41091,0.89926,0.86562,0.8458,0.87633,0.51758,1.62007,0.81768,1.40339,0.0019216,0.0019216,0.0019216
206,18775.2,0.65407,0.41173,0.90109,0.87745,0.85334,0.88415,0.51389,1.61876,0.80585,1.40349,0.001882,0.001882,0.001882
207,18866.1,0.65288,0.4126,0.9011,0.86632,0.84347,0.88065,0.51896,1.62274,0.81262,1.4023,0.0018424,0.0018424,0.0018424
208,18957,0.65458,0.40995,0.90116,0.86145,0.84713,0.88149,0.51664,1.62439,0.81669,1.40445,0.0018028,0.0018028,0.0018028
209,19047.5,0.63882,0.39336,0.89115,0.86414,0.83236,0.87806,0.51613,1.62472,0.82555,1.40102,0.0017632,0.0017632,0.0017632
210,19137.8,0.6367,0.39987,0.89688,0.84388,0.84924,0.88073,0.5194,1.63312,0.8192,1.40701,0.0017236,0.0017236,0.0017236
211,19227.9,0.63316,0.38927,0.89309,0.84224,0.84713,0.87368,0.51605,1.62613,0.81898,1.40757,0.001684,0.001684,0.001684
212,19317.7,0.64046,0.40653,0.89893,0.84182,0.85162,0.87453,0.51278,1.62951,0.82094,1.40892,0.0016444,0.0016444,0.0016444
213,19407.8,0.64894,0.40593,0.90374,0.84221,0.85051,0.87206,0.51187,1.63546,0.82511,1.4075,0.0016048,0.0016048,0.0016048
214,19497.9,0.63292,0.3914,0.89285,0.85201,0.84803,0.87303,0.51381,1.63536,0.82372,1.40977,0.0015652,0.0015652,0.0015652
215,19587.9,0.62342,0.38814,0.89273,0.85491,0.84652,0.86971,0.51232,1.63533,0.82349,1.41294,0.0015256,0.0015256,0.0015256
216,19677.9,0.62457,0.40218,0.89438,0.87077,0.84566,0.87636,0.51495,1.63684,0.82501,1.41514,0.001486,0.001486,0.001486
217,19767.7,0.61869,0.38672,0.88537,0.86698,0.85141,0.87733,0.51519,1.63448,0.8319,1.41386,0.0014464,0.0014464,0.0014464
218,19857.6,0.61544,0.38239,0.88511,0.87177,0.84606,0.87457,0.5159,1.6351,0.83558,1.41654,0.0014068,0.0014068,0.0014068
219,19947.7,0.61763,0.38914,0.89164,0.86452,0.84132,0.8714,0.51584,1.63836,0.83574,1.41771,0.0013672,0.0013672,0.0013672
220,20038.1,0.61401,0.38019,0.88271,0.86679,0.84935,0.8747,0.51365,1.63812,0.84041,1.41472,0.0013276,0.0013276,0.0013276
221,20128.1,0.60291,0.38222,0.88632,0.86899,0.84659,0.8801,0.51718,1.63742,0.83876,1.41369,0.001288,0.001288,0.001288
222,20217.9,0.59886,0.37153,0.88418,0.86715,0.84956,0.88,0.51518,1.63316,0.83586,1.40983,0.0012484,0.0012484,0.0012484
223,20307.9,0.60952,0.3802,0.88505,0.85728,0.86143,0.87523,0.51053,1.62492,0.83937,1.40456,0.0012088,0.0012088,0.0012088
224,20397.9,0.61583,0.39002,0.88759,0.85248,0.84786,0.8658,0.50729,1.61966,0.83788,1.40369,0.0011692,0.0011692,0.0011692
225,20488.2,0.60598,0.37865,0.88929,0.84775,0.84067,0.86126,0.51089,1.61589,0.83788,1.39951,0.0011296,0.0011296,0.0011296
226,20578,0.59658,0.37381,0.88255,0.83418,0.85703,0.86546,0.50754,1.61666,0.84225,1.40038,0.00109,0.00109,0.00109
227,20668,0.59677,0.37255,0.88603,0.83285,0.85628,0.86176,0.50572,1.61808,0.84643,1.40368,0.0010504,0.0010504,0.0010504
228,20758.1,0.58959,0.36884,0.87839,0.82825,0.84583,0.85568,0.50819,1.61886,0.84538,1.4057,0.0010108,0.0010108,0.0010108
229,20848,0.58996,0.36138,0.87629,0.82855,0.84823,0.8604,0.51258,1.61534,0.84278,1.40781,0.0009712,0.0009712,0.0009712
230,20937.9,0.58747,0.36629,0.8817,0.82809,0.85548,0.8674,0.51233,1.61853,0.8443,1.41003,0.0009316,0.0009316,0.0009316
231,21028,0.58432,0.36879,0.88527,0.86482,0.83585,0.86888,0.51327,1.6204,0.83898,1.41327,0.000892,0.000892,0.000892
232,21118.2,0.58078,0.36987,0.8807,0.85733,0.83056,0.8644,0.50994,1.62041,0.8462,1.41241,0.0008524,0.0008524,0.0008524
233,21208.1,0.58424,0.37034,0.88295,0.85657,0.83132,0.86555,0.512,1.6192,0.85033,1.41508,0.0008128,0.0008128,0.0008128
234,21298.3,0.56919,0.36342,0.87592,0.86814,0.84071,0.87598,0.51341,1.61982,0.85314,1.41662,0.0007732,0.0007732,0.0007732
235,21388.4,0.5816,0.37232,0.8777,0.87307,0.82315,0.87048,0.51647,1.62183,0.85373,1.41931,0.0007336,0.0007336,0.0007336
236,21478.5,0.56805,0.36241,0.87526,0.88758,0.83685,0.88579,0.51772,1.62363,0.85411,1.41928,0.000694,0.000694,0.000694
237,21568.5,0.56868,0.36422,0.88063,0.87691,0.85172,0.88716,0.51843,1.62331,0.84882,1.42297,0.0006544,0.0006544,0.0006544
238,21658.4,0.56255,0.35681,0.87149,0.87581,0.85159,0.88987,0.5218,1.62655,0.84451,1.42559,0.0006148,0.0006148,0.0006148
239,21748.4,0.56559,0.35471,0.87668,0.87067,0.85736,0.89039,0.51784,1.62795,0.83975,1.42469,0.0005752,0.0005752,0.0005752
240,21838.3,0.56436,0.35206,0.86966,0.86534,0.85062,0.88544,0.51968,1.62756,0.83841,1.42495,0.0005356,0.0005356,0.0005356
241,22164.6,0.57533,0.33722,0.87662,0.86733,0.84681,0.88622,0.51827,1.62394,0.8351,1.425,0.000496,0.000496,0.000496
242,22253.6,0.54479,0.32539,0.86092,0.86937,0.84597,0.88705,0.52011,1.62258,0.83108,1.42638,0.0004564,0.0004564,0.0004564
243,22342.8,0.54076,0.324,0.85745,0.87113,0.84779,0.88719,0.51749,1.6245,0.83027,1.4281,0.0004168,0.0004168,0.0004168
244,22432,0.53266,0.31783,0.86242,0.87103,0.84763,0.88788,0.51584,1.62386,0.83217,1.42789,0.0003772,0.0003772,0.0003772
245,22522,0.5255,0.31541,0.85977,0.89221,0.84058,0.88891,0.5138,1.6227,0.83341,1.42698,0.0003376,0.0003376,0.0003376
246,22611.8,0.52099,0.31691,0.85457,0.88999,0.84204,0.88902,0.51441,1.62039,0.84107,1.42641,0.000298,0.000298,0.000298
247,22701.8,0.51413,0.30817,0.85448,0.88894,0.84215,0.88932,0.51438,1.61949,0.84289,1.42483,0.0002584,0.0002584,0.0002584
248,22791.6,0.51768,0.30753,0.85006,0.88328,0.83442,0.88505,0.51519,1.61939,0.84521,1.42493,0.0002188,0.0002188,0.0002188
249,22881.1,0.5098,0.30513,0.85205,0.88853,0.84238,0.88978,0.51656,1.61875,0.84882,1.42594,0.0001792,0.0001792,0.0001792
250,22971.5,0.50563,0.30402,0.84297,0.88882,0.84286,0.88978,0.51562,1.6172,0.85028,1.42576,0.0001396,0.0001396,0.0001396
