epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,1368.72,1.66453,1.35165,1.42179,0.74974,0.76502,0.79451,0.39659,1.62894,1.0886,1.36966,0.0094456,0.0094456,0.0094456
16,1459.88,1.62809,1.27053,1.40941,0.71153,0.74642,0.76794,0.4207,1.53421,1.10514,1.37366,0.009406,0.009406,0.009406
17,1550.92,1.60843,1.27366,1.4033,0.7472,0.75708,0.8284,0.45189,1.6353,0.99701,1.37478,0.0093664,0.0093664,0.0093664
18,1641.98,1.60526,1.26267,1.39638,0.71408,0.8256,0.80563,0.42993,1.56592,1.03085,1.35427,0.0093268,0.0093268,0.0093268
19,1733.45,1.59281,1.19446,1.39504,0.78252,0.77989,0.82263,0.43142,1.60713,1.05398,1.34116,0.0092872,0.0092872,0.0092872
20,1824.53,1.59793,1.22676,1.3824,0.74101,0.77393,0.81682,0.45241,1.57796,1.00918,1.34968,0.0092476,0.0092476,0.0092476
21,1915.83,1.55608,1.18189,1.36494,0.73167,0.80428,0.83499,0.4384,1.56195,1.02329,1.32355,0.009208,0.009208,0.009208
22,2006.89,1.56916,1.18732,1.3661,0.68117,0.82699,0.8176,0.41371,1.63324,1.03889,1.38935,0.0091684,0.0091684,0.0091684
23,2098.29,1.54992,1.15221,1.35711,0.78102,0.84542,0.8578,0.47048,1.56311,0.96674,1.32639,0.0091288,0.0091288,0.0091288
24,2189.59,1.5134,1.10922,1.338,0.83019,0.80427,0.84242,0.44945,1.57229,0.99583,1.32841,0.0090892,0.0090892,0.0090892
25,2280.62,1.52972,1.10679,1.32903,0.78859,0.84025,0.86021,0.46647,1.62112,0.9845,1.36968,0.0090496,0.0090496,0.0090496
26,2371.89,1.49331,1.07524,1.32783,0.83439,0.73729,0.82437,0.44941,1.62225,0.96775,1.36983,0.00901,0.00901,0.00901
27,2463.29,1.5012,1.05888,1.31589,0.80975,0.81744,0.87085,0.4645,1.58554,0.9598,1.34433,0.0089704,0.0089704,0.0089704
28,2554.38,1.46962,1.02086,1.32061,0.75633,0.86886,0.83532,0.44774,1.63394,0.99224,1.34504,0.0089308,0.0089308,0.0089308
29,2645.55,1.5076,1.082,1.33149,0.79775,0.78933,0.86461,0.44866,1.6601,0.97861,1.38247,0.0088912,0.0088912,0.0088912
30,2736.6,1.45487,1.02809,1.30809,0.79873,0.74718,0.85173,0.46806,1.5624,0.98232,1.34255,0.0088516,0.0088516,0.0088516
31,2827.83,1.46261,1.03373,1.31923,0.74063,0.817,0.83377,0.44384,1.62172,0.98087,1.36244,0.008812,0.008812,0.008812
32,2919.28,1.45236,1.01408,1.29944,0.75041,0.77879,0.81048,0.45354,1.59454,0.99536,1.33377,0.0087724,0.0087724,0.0087724
33,3010.47,1.4516,1.0179,1.30825,0.82384,0.81517,0.87055,0.46178,1.62426,0.99636,1.36461,0.0087328,0.0087328,0.0087328
34,3101.63,1.44131,0.99913,1.287,0.83513,0.74263,0.83061,0.44431,1.60983,1.00205,1.3825,0.0086932,0.0086932,0.0086932
35,3192.88,1.41755,0.98399,1.28719,0.80142,0.79572,0.86004,0.45215,1.63803,0.94086,1.38621,0.0086536,0.0086536,0.0086536
36,3284.16,1.39353,0.95545,1.27222,0.80317,0.84271,0.86871,0.45303,1.62217,0.99442,1.37627,0.008614,0.008614,0.008614
37,3375.3,1.39881,0.94227,1.26006,0.79768,0.82055,0.85179,0.46526,1.59671,0.94055,1.36808,0.0085744,0.0085744,0.0085744
38,3466.53,1.39685,0.95154,1.25921,0.80329,0.8339,0.86459,0.4904,1.56414,0.91481,1.33301,0.0085348,0.0085348,0.0085348
39,3557.86,1.37949,0.93562,1.25756,0.83314,0.77577,0.86298,0.46205,1.62568,0.96314,1.39492,0.0084952,0.0084952,0.0084952
40,3649.35,1.36037,0.91133,1.24084,0.83052,0.81791,0.88666,0.45791,1.63422,0.93587,1.37965,0.0084556,0.0084556,0.0084556
41,3740.57,1.38012,0.93378,1.25808,0.78825,0.82653,0.87917,0.46634,1.61439,0.91545,1.37038,0.008416,0.008416,0.008416
42,3831.8,1.37022,0.89857,1.24029,0.82563,0.85805,0.89618,0.48331,1.59403,0.88558,1.34689,0.0083764,0.0083764,0.0083764
43,3922.95,1.3464,0.9116,1.24583,0.73146,0.85856,0.86503,0.47824,1.62567,0.9621,1.3799,0.0083368,0.0083368,0.0083368
44,4014.28,1.34968,0.89386,1.22766,0.76319,0.80562,0.85074,0.4601,1.5771,0.97364,1.3395,0.0082972,0.0082972,0.0082972
45,4105.53,1.33564,0.90882,1.23919,0.7756,0.88245,0.87765,0.49147,1.5771,0.91206,1.34324,0.0082576,0.0082576,0.0082576
46,4196.65,1.3278,0.89185,1.22317,0.7875,0.84855,0.87627,0.47494,1.62369,0.93017,1.36838,0.008218,0.008218,0.008218
47,4287.92,1.33095,0.8737,1.22447,0.79443,0.86911,0.88772,0.47112,1.60101,0.87383,1.33743,0.0081784,0.0081784,0.0081784
48,4379.35,1.2909,0.8418,1.18853,0.82108,0.81066,0.88457,0.48404,1.59185,0.91617,1.32449,0.0081388,0.0081388,0.0081388
49,4470.54,1.29841,0.85559,1.201,0.78498,0.84523,0.86494,0.48177,1.59967,0.92869,1.36627,0.0080992,0.0080992,0.0080992
50,4561.61,1.27068,0.83747,1.20231,0.79763,0.86233,0.87811,0.49222,1.59792,0.91643,1.37543,0.0080596,0.0080596,0.0080596
51,4652.7,1.28823,0.83552,1.18536,0.80709,0.85926,0.89568,0.48447,1.59122,0.89592,1.31434,0.00802,0.00802,0.00802
52,4744.12,1.26611,0.84979,1.1822,0.83386,0.79265,0.87881,0.48289,1.59182,0.8868,1.34853,0.0079804,0.0079804,0.0079804
53,4835.44,1.28355,0.8426,1.18858,0.76718,0.83685,0.86684,0.46698,1.58864,0.94364,1.33488,0.0079408,0.0079408,0.0079408
54,4926.71,1.25499,0.81111,1.17155,0.80781,0.82537,0.87396,0.49401,1.6317,0.91767,1.35593,0.0079012,0.0079012,0.0079012
55,5017.77,1.2673,0.82459,1.17889,0.80671,0.87797,0.89359,0.49388,1.59817,0.86155,1.34923,0.0078616,0.0078616,0.0078616
56,5109.39,1.25442,0.81632,1.1838,0.85532,0.83079,0.88788,0.49597,1.61336,0.90824,1.34426,0.007822,0.007822,0.007822
57,5200.59,1.22629,0.80602,1.1667,0.84168,0.80866,0.88972,0.50396,1.60143,0.91241,1.35549,0.0077824,0.0077824,0.0077824
58,5291.75,1.23827,0.81165,1.17497,0.82907,0.86513,0.89121,0.48527,1.62305,0.87328,1.32974,0.0077428,0.0077428,0.0077428
59,5382.92,1.21662,0.78236,1.15476,0.78877,0.84555,0.87255,0.48757,1.61329,0.90984,1.32953,0.0077032,0.0077032,0.0077032
60,5474.27,1.22582,0.77707,1.14602,0.81145,0.8466,0.87416,0.48438,1.57868,0.86358,1.33754,0.0076636,0.0076636,0.0076636
61,5565.44,1.20905,0.77229,1.15749,0.87907,0.82905,0.90213,0.49542,1.59808,0.83857,1.32662,0.007624,0.007624,0.007624
62,5656.69,1.18856,0.76621,1.14193,0.79409,0.85858,0.89634,0.49722,1.56368,0.87494,1.31744,0.0075844,0.0075844,0.0075844
63,5748.06,1.20127,0.76495,1.15366,0.82492,0.84003,0.86792,0.48567,1.61854,0.86637,1.35984,0.0075448,0.0075448,0.0075448
64,5839.26,1.17459,0.75158,1.13497,0.84462,0.85772,0.87521,0.49409,1.61445,0.85898,1.35151,0.0075052,0.0075052,0.0075052
65,5930.4,1.19476,0.77212,1.13687,0.83451,0.81769,0.87013,0.46887,1.62064,0.83454,1.33613,0.0074656,0.0074656,0.0074656
66,6021.63,1.18718,0.75489,1.13178,0.86037,0.8574,0.90406,0.49285,1.63562,0.83798,1.34425,0.007426,0.007426,0.007426
67,6112.74,1.17423,0.75314,1.12369,0.84829,0.8058,0.87747,0.49739,1.57726,0.87539,1.34478,0.0073864,0.0073864,0.0073864
68,6204.09,1.15488,0.73425,1.11896,0.82443,0.8311,0.87395,0.49016,1.6246,0.87738,1.3569,0.0073468,0.0073468,0.0073468
69,6295.28,1.14785,0.73468,1.10816,0.84957,0.84052,0.87362,0.47583,1.6262,0.85798,1.36301,0.0073072,0.0073072,0.0073072
70,6386.51,1.15069,0.73737,1.1214,0.83811,0.84265,0.88025,0.46556,1.63052,0.90785,1.36197,0.0072676,0.0072676,0.0072676
71,6477.71,1.15865,0.74808,1.11495,0.84841,0.86331,0.89141,0.49423,1.62938,0.84835,1.3505,0.007228,0.007228,0.007228
72,6569.15,1.16065,0.725,1.11602,0.88837,0.81854,0.88254,0.4984,1.56732,0.86823,1.33395,0.0071884,0.0071884,0.0071884
73,6660.38,1.12564,0.6881,1.10787,0.86457,0.85219,0.88903,0.50291,1.59367,0.82676,1.32346,0.0071488,0.0071488,0.0071488
74,6751.48,1.12766,0.72646,1.09472,0.86172,0.8376,0.87062,0.48512,1.61683,0.83563,1.33556,0.0071092,0.0071092,0.0071092
75,6842.55,1.11698,0.7124,1.09515,0.91255,0.85266,0.90783,0.50928,1.61516,0.82721,1.35607,0.0070696,0.0070696,0.0070696
76,6933.82,1.11795,0.71165,1.09893,0.82826,0.86684,0.89117,0.50277,1.59673,0.84029,1.33123,0.00703,0.00703,0.00703
77,7025.01,1.09976,0.68592,1.09045,0.84011,0.83477,0.86001,0.48219,1.64262,0.82665,1.36231,0.0069904,0.0069904,0.0069904
78,7116.1,1.10758,0.69401,1.10107,0.85335,0.88775,0.90303,0.50759,1.60187,0.79624,1.35565,0.0069508,0.0069508,0.0069508
79,7207.13,1.08945,0.68399,1.07607,0.87456,0.84235,0.91104,0.50824,1.59203,0.80447,1.32527,0.0069112,0.0069112,0.0069112
80,7298.37,1.10294,0.71048,1.08433,0.84551,0.85814,0.8886,0.49428,1.60075,0.81573,1.35149,0.0068716,0.0068716,0.0068716
81,7389.64,1.10281,0.69723,1.09103,0.85415,0.86494,0.88807,0.46733,1.6568,0.87335,1.38122,0.006832,0.006832,0.006832
82,7480.86,1.09572,0.69199,1.09247,0.85133,0.83628,0.89172,0.49204,1.62997,0.83135,1.37921,0.0067924,0.0067924,0.0067924
83,7571.92,1.0929,0.68543,1.09093,0.84941,0.89769,0.90447,0.50067,1.62989,0.81282,1.36038,0.0067528,0.0067528,0.0067528
84,7663.09,1.07885,0.66266,1.06991,0.84973,0.89623,0.90632,0.5042,1.60245,0.7982,1.36013,0.0067132,0.0067132,0.0067132
85,7754.55,1.0875,0.68896,1.08256,0.88865,0.79686,0.89026,0.50378,1.60496,0.82622,1.35706,0.0066736,0.0066736,0.0066736
86,7845.74,1.06056,0.66811,1.06127,0.88079,0.81713,0.90271,0.48915,1.61121,0.82393,1.34776,0.006634,0.006634,0.006634
87,7936.96,1.06709,0.68138,1.07438,0.89913,0.84707,0.89238,0.50438,1.61455,0.84025,1.32082,0.0065944,0.0065944,0.0065944
88,8028.27,1.06017,0.66806,1.05481,0.84466,0.84352,0.88043,0.49131,1.64064,0.8663,1.38945,0.0065548,0.0065548,0.0065548
89,8119.61,1.06211,0.65797,1.07053,0.84226,0.8994,0.9072,0.52172,1.6433,0.7885,1.35858,0.0065152,0.0065152,0.0065152
90,8210.94,1.04075,0.65598,1.06046,0.87929,0.83479,0.89695,0.49409,1.64562,0.83926,1.38629,0.0064756,0.0064756,0.0064756
91,8302.12,1.04372,0.65194,1.0638,0.85893,0.85246,0.88318,0.49572,1.6298,0.80098,1.37241,0.006436,0.006436,0.006436
92,8393.18,1.03822,0.64181,1.06824,0.83292,0.87387,0.89166,0.51438,1.59877,0.82271,1.34683,0.0063964,0.0063964,0.0063964
93,8484.6,1.03009,0.64296,1.05988,0.82351,0.90147,0.90782,0.51406,1.58109,0.75899,1.34889,0.0063568,0.0063568,0.0063568
94,8575.8,1.03196,0.64434,1.06551,0.84399,0.86705,0.8944,0.50968,1.58992,0.79605,1.36018,0.0063172,0.0063172,0.0063172
95,8666.57,1.02687,0.64909,1.0514,0.84991,0.88255,0.89761,0.49795,1.64415,0.77933,1.37804,0.0062776,0.0062776,0.0062776
96,8757.62,1.02769,0.63994,1.05058,0.82235,0.87995,0.88301,0.49769,1.63103,0.80361,1.35906,0.006238,0.006238,0.006238
97,8849.1,1.02104,0.63447,1.05151,0.8514,0.87252,0.89602,0.50899,1.58457,0.75598,1.34271,0.0061984,0.0061984,0.0061984
98,8940.32,1.00286,0.62055,1.04746,0.85114,0.84481,0.88434,0.49777,1.63896,0.77536,1.37621,0.0061588,0.0061588,0.0061588
99,9031.44,1.01345,0.61674,1.04494,0.84918,0.8396,0.88432,0.49286,1.64471,0.82936,1.37496,0.0061192,0.0061192,0.0061192
100,9122.58,0.9991,0.61074,1.03765,0.89648,0.83131,0.88789,0.49213,1.63455,0.82209,1.36256,0.0060796,0.0060796,0.0060796
101,9214.16,1.01309,0.62312,1.04884,0.81609,0.84663,0.87878,0.48992,1.63747,0.85535,1.3724,0.00604,0.00604,0.00604
102,9305.28,1.00852,0.62944,1.04364,0.82893,0.85604,0.87977,0.51099,1.60241,0.80632,1.35309,0.0060004,0.0060004,0.0060004
103,9396.56,0.99505,0.63569,1.04723,0.82139,0.88571,0.88572,0.50226,1.60951,0.80792,1.3547,0.0059608,0.0059608,0.0059608
104,9487.79,1.01391,0.62934,1.04686,0.85013,0.85971,0.88472,0.50292,1.61904,0.79793,1.36963,0.0059212,0.0059212,0.0059212
105,9579.28,0.98681,0.60941,1.02731,0.87013,0.83893,0.88853,0.50266,1.59247,0.80793,1.34677,0.0058816,0.0058816,0.0058816
106,9670.4,0.9963,0.6219,1.04537,0.85041,0.86523,0.8864,0.49869,1.61727,0.82274,1.36687,0.005842,0.005842,0.005842
107,9761.65,0.98034,0.60418,1.02839,0.82052,0.85514,0.87919,0.50042,1.62169,0.81932,1.37672,0.0058024,0.0058024,0.0058024
108,9853.03,0.98177,0.60197,1.0359,0.83791,0.87177,0.89025,0.51626,1.61092,0.8012,1.36922,0.0057628,0.0057628,0.0057628
109,9944.5,0.97361,0.60717,1.03255,0.86885,0.86089,0.88904,0.49734,1.59703,0.79756,1.3952,0.0057232,0.0057232,0.0057232
110,10035.8,0.97454,0.59332,1.03392,0.86691,0.86694,0.88296,0.49845,1.6216,0.80037,1.38089,0.0056836,0.0056836,0.0056836
111,10127.1,0.96181,0.61132,1.03173,0.85416,0.86525,0.88309,0.50736,1.61109,0.83048,1.37421,0.005644,0.005644,0.005644
112,10218.3,0.96195,0.60313,1.02892,0.85241,0.80661,0.85682,0.48176,1.61074,0.84669,1.39262,0.0056044,0.0056044,0.0056044
113,10309.5,0.96608,0.59718,1.02837,0.87556,0.86075,0.8849,0.49337,1.60141,0.85724,1.35341,0.0055648,0.0055648,0.0055648
114,10400.8,0.9498,0.59261,1.02099,0.86668,0.87431,0.88986,0.50353,1.60856,0.85287,1.36972,0.0055252,0.0055252,0.0055252
115,10492,0.95981,0.59401,1.01868,0.87017,0.86451,0.88558,0.50352,1.59987,0.822,1.35063,0.0054856,0.0054856,0.0054856
116,10583.1,0.93934,0.58257,1.00758,0.87892,0.82289,0.87969,0.51373,1.58924,0.83,1.33429,0.005446,0.005446,0.005446
117,10674.5,0.94696,0.57817,1.01419,0.84906,0.85256,0.87771,0.50758,1.59933,0.85114,1.35718,0.0054064,0.0054064,0.0054064
118,10765.7,0.92411,0.56536,1.00709,0.83388,0.88497,0.89658,0.51315,1.60956,0.79518,1.37752,0.0053668,0.0053668,0.0053668
119,10856.8,0.93792,0.58219,1.0139,0.88431,0.86248,0.8982,0.51287,1.61131,0.79293,1.38815,0.0053272,0.0053272,0.0053272
120,10947.8,0.94555,0.58297,1.01709,0.85816,0.82451,0.88282,0.50212,1.63913,0.80882,1.38587,0.0052876,0.0052876,0.0052876
121,11039.1,0.92705,0.56277,1.00361,0.87387,0.85955,0.89943,0.52422,1.61491,0.76955,1.36412,0.005248,0.005248,0.005248
122,11130.5,0.90504,0.55684,1.00656,0.86245,0.85315,0.891,0.51039,1.59994,0.80492,1.38478,0.0052084,0.0052084,0.0052084
123,11221.8,0.91252,0.57062,0.99977,0.88587,0.86089,0.89984,0.51011,1.58964,0.78228,1.36818,0.0051688,0.0051688,0.0051688
124,11312.9,0.89907,0.55235,1.00267,0.88357,0.86683,0.9044,0.5102,1.60378,0.76114,1.38798,0.0051292,0.0051292,0.0051292
125,11404,0.91078,0.56786,0.99394,0.82278,0.91295,0.90281,0.51145,1.59294,0.75267,1.37376,0.0050896,0.0050896,0.0050896
126,11495.2,0.9075,0.55535,0.99841,0.87773,0.83918,0.89028,0.51325,1.59284,0.81316,1.35153,0.00505,0.00505,0.00505
127,11586.3,0.90156,0.56241,0.99875,0.89804,0.83461,0.88059,0.51571,1.58511,0.81577,1.35322,0.0050104,0.0050104,0.0050104
128,11677.3,0.89227,0.55494,0.99477,0.83994,0.82794,0.87451,0.50655,1.61478,0.81977,1.38478,0.0049708,0.0049708,0.0049708
129,11768.4,0.88851,0.54406,0.99118,0.83885,0.86962,0.89334,0.51433,1.59137,0.79719,1.36228,0.0049312,0.0049312,0.0049312
130,11859.9,0.89714,0.56274,0.99232,0.83691,0.88532,0.88807,0.51101,1.61126,0.79886,1.3691,0.0048916,0.0048916,0.0048916
131,11951,0.90301,0.55567,0.99271,0.89164,0.83884,0.88893,0.51268,1.58982,0.80623,1.35145,0.004852,0.004852,0.004852
132,12042.3,0.89609,0.55459,0.9932,0.88432,0.84202,0.88838,0.5186,1.61163,0.8336,1.35992,0.0048124,0.0048124,0.0048124
133,12133.3,0.88946,0.55395,0.98827,0.85464,0.84426,0.89276,0.51429,1.63244,0.83263,1.37066,0.0047728,0.0047728,0.0047728
134,12224.4,0.85511,0.52825,0.97605,0.84962,0.85401,0.87669,0.50221,1.63842,0.82372,1.38403,0.0047332,0.0047332,0.0047332
135,12315.4,0.86248,0.52465,0.9765,0.86295,0.8337,0.8819,0.49872,1.60411,0.82783,1.36601,0.0046936,0.0046936,0.0046936
136,12406.4,0.87593,0.53688,0.9829,0.86514,0.83687,0.88866,0.51063,1.607,0.82569,1.3593,0.004654,0.004654,0.004654
137,12497.6,0.8459,0.52734,0.97355,0.84638,0.83005,0.87571,0.5125,1.62317,0.81833,1.35653,0.0046144,0.0046144,0.0046144
138,12588.6,0.86712,0.53307,0.97198,0.84763,0.83625,0.87959,0.50417,1.62565,0.77186,1.37771,0.0045748,0.0045748,0.0045748
139,12679.7,0.86792,0.53782,0.97631,0.86576,0.86664,0.88785,0.51631,1.59496,0.7698,1.35192,0.0045352,0.0045352,0.0045352
140,12770.6,0.86374,0.52036,0.9822,0.84649,0.83345,0.88463,0.5051,1.6153,0.7939,1.3668,0.0044956,0.0044956,0.0044956
141,12861.5,0.85365,0.52463,0.97378,0.85832,0.83824,0.89033,0.5144,1.61431,0.76371,1.36297,0.004456,0.004456,0.004456
142,12952.4,0.85519,0.53936,0.97444,0.86742,0.83919,0.87605,0.5031,1.62986,0.79297,1.38456,0.0044164,0.0044164,0.0044164
143,13043.4,0.82959,0.50356,0.96709,0.86689,0.84709,0.8856,0.50786,1.62843,0.80602,1.36821,0.0043768,0.0043768,0.0043768
144,13134.2,0.8425,0.52673,0.97395,0.87666,0.85865,0.8918,0.50978,1.62379,0.79544,1.39271,0.0043372,0.0043372,0.0043372
145,13225.1,0.8474,0.52395,0.9677,0.88437,0.83539,0.88802,0.51076,1.62878,0.7724,1.38325,0.0042976,0.0042976,0.0042976
146,13316.1,0.82983,0.51063,0.96553,0.87122,0.85318,0.87908,0.51704,1.61933,0.76741,1.37097,0.004258,0.004258,0.004258
147,13407.3,0.82945,0.50998,0.96658,0.84483,0.8497,0.87877,0.51802,1.62477,0.75521,1.37983,0.0042184,0.0042184,0.0042184
148,13498.1,0.83062,0.51475,0.96276,0.87436,0.85908,0.89157,0.51511,1.63353,0.7424,1.38858,0.0041788,0.0041788,0.0041788
149,13589.2,0.81876,0.49709,0.95492,0.85515,0.85118,0.87564,0.50925,1.62647,0.77342,1.38532,0.0041392,0.0041392,0.0041392
150,13680.1,0.8123,0.4956,0.95803,0.83772,0.86381,0.89203,0.51403,1.62027,0.78532,1.37812,0.0040996,0.0040996,0.0040996
151,13771,0.80215,0.49964,0.95998,0.87106,0.84171,0.87622,0.5085,1.64796,0.81775,1.40508,0.00406,0.00406,0.00406
152,13861.6,0.82533,0.50921,0.96111,0.86873,0.80993,0.87171,0.5114,1.6257,0.81695,1.38474,0.0040204,0.0040204,0.0040204
153,13952.5,0.81072,0.49543,0.95895,0.85989,0.83248,0.88135,0.51936,1.62485,0.79603,1.39057,0.0039808,0.0039808,0.0039808
154,14043.5,0.80886,0.4997,0.95846,0.87179,0.83689,0.88354,0.51869,1.62648,0.79095,1.39674,0.0039412,0.0039412,0.0039412
155,14134.6,0.79241,0.49465,0.95227,0.85647,0.83366,0.88656,0.52171,1.63437,0.7898,1.40256,0.0039016,0.0039016,0.0039016
156,14225.6,0.79545,0.49308,0.94811,0.86486,0.83734,0.89276,0.52521,1.62595,0.79118,1.39924,0.003862,0.003862,0.003862
157,14316.7,0.79734,0.49129,0.95035,0.867,0.8301,0.89388,0.52199,1.63398,0.78747,1.40044,0.0038224,0.0038224,0.0038224
158,14407.9,0.79769,0.49429,0.9571,0.85845,0.86139,0.9028,0.51675,1.6396,0.7728,1.40784,0.0037828,0.0037828,0.0037828
159,14498.9,0.78777,0.48805,0.94945,0.85381,0.82776,0.88589,0.5018,1.63897,0.81429,1.41492,0.0037432,0.0037432,0.0037432
160,14589.8,0.79975,0.48557,0.94584,0.86173,0.81697,0.87808,0.50139,1.63825,0.82406,1.41638,0.0037036,0.0037036,0.0037036
161,14680.8,0.79125,0.49208,0.95136,0.88535,0.82385,0.88064,0.50362,1.62983,0.82328,1.40724,0.003664,0.003664,0.003664
162,14771.7,0.78042,0.47932,0.94201,0.86705,0.84554,0.88232,0.51129,1.6175,0.79832,1.3972,0.0036244,0.0036244,0.0036244
163,14862.8,0.78585,0.48285,0.94453,0.8647,0.85113,0.88253,0.51135,1.61129,0.79251,1.39478,0.0035848,0.0035848,0.0035848
164,14954,0.77738,0.47703,0.9398,0.86972,0.84387,0.88427,0.5065,1.62216,0.78263,1.37967,0.0035452,0.0035452,0.0035452
165,15045,0.7746,0.47376,0.94483,0.86271,0.83118,0.88436,0.50757,1.62744,0.78493,1.38838,0.0035056,0.0035056,0.0035056
166,15135.7,0.77021,0.47513,0.94366,0.83683,0.8642,0.88331,0.50527,1.6149,0.7687,1.39183,0.003466,0.003466,0.003466
167,15226.6,0.76524,0.4721,0.94078,0.87259,0.8194,0.87875,0.50895,1.62933,0.8031,1.39913,0.0034264,0.0034264,0.0034264
168,15317.7,0.75618,0.46009,0.93753,0.86716,0.81935,0.87568,0.50942,1.63714,0.79344,1.40734,0.0033868,0.0033868,0.0033868
169,15408.8,0.75939,0.46261,0.93837,0.86418,0.81765,0.86634,0.51492,1.6195,0.78888,1.39651,0.0033472,0.0033472,0.0033472
170,15499.8,0.75558,0.46499,0.93427,0.85959,0.82148,0.86291,0.51169,1.63561,0.80877,1.39982,0.0033076,0.0033076,0.0033076
171,15591.1,0.74357,0.45755,0.93283,0.83093,0.83199,0.86685,0.50939,1.63944,0.81715,1.39618,0.003268,0.003268,0.003268
172,15682.1,0.7453,0.45773,0.92745,0.83496,0.81652,0.86368,0.5071,1.64988,0.83501,1.39801,0.0032284,0.0032284,0.0032284
173,15773,0.74058,0.45484,0.92624,0.85568,0.8422,0.87615,0.50122,1.65527,0.85158,1.40546,0.0031888,0.0031888,0.0031888
174,15863.7,0.73863,0.45268,0.92478,0.85582,0.85373,0.87718,0.50469,1.63961,0.82914,1.3938,0.0031492,0.0031492,0.0031492
175,15954.6,0.74836,0.45638,0.93089,0.86016,0.85626,0.88176,0.51692,1.63054,0.82393,1.39231,0.0031096,0.0031096,0.0031096
176,16045.5,0.74383,0.45926,0.93306,0.85769,0.85445,0.88064,0.50806,1.63761,0.82495,1.40016,0.00307,0.00307,0.00307
177,16136.6,0.73719,0.45869,0.93186,0.85928,0.86843,0.88863,0.51597,1.63511,0.8267,1.39552,0.0030304,0.0030304,0.0030304
178,16227.8,0.72669,0.45052,0.92749,0.86119,0.86801,0.88673,0.51201,1.63307,0.82243,1.39269,0.0029908,0.0029908,0.0029908
179,16318.8,0.73147,0.45436,0.92894,0.85885,0.87079,0.88587,0.50727,1.63008,0.81286,1.39482,0.0029512,0.0029512,0.0029512
180,16409.7,0.73627,0.45015,0.92918,0.86368,0.87054,0.88659,0.51815,1.62591,0.80832,1.39664,0.0029116,0.0029116,0.0029116
181,16500.8,0.72516,0.43913,0.92266,0.85715,0.86801,0.88766,0.51704,1.60585,0.81635,1.38239,0.002872,0.002872,0.002872
182,16591.8,0.71865,0.43845,0.91904,0.86246,0.86663,0.88653,0.51861,1.60195,0.827,1.38079,0.0028324,0.0028324,0.0028324
183,16682.8,0.70805,0.43696,0.92165,0.86341,0.86464,0.89539,0.51623,1.61076,0.80874,1.38925,0.0027928,0.0027928,0.0027928
184,16773.9,0.73167,0.45021,0.93072,0.87355,0.87148,0.90313,0.51997,1.61686,0.78655,1.39137,0.0027532,0.0027532,0.0027532
185,16865,0.70705,0.43994,0.92157,0.87776,0.86204,0.90048,0.5177,1.61458,0.78454,1.38857,0.0027136,0.0027136,0.0027136
